1512259200,10601,11891,10930.24,11290,31415.6508422642
1512172800,10701,11100,10869.85,10930.24,20197.018101529287
1512086400,9517,10937,9903.01,10869.84,33257.452337525996
1512000000,9135.6,10850,9920.81,9903,42447.029368367315
1511913600,8595.55,11485,9949,9935.98,69111.74970298176
1511827200,9705.99,9989.95,9768.71,9949,18960.16876368081
1511740800,9401,9795,9401.11,9768.71,25683.32624639709
1511654400,8795.5,9596,8795.5,9401.11,28641.64034368142
1511568000,8203.98,8795.5,8215.01,8795.5,16482.327858461842
1511481600,7900,8324,8031.16,8215.01,14604.166916572189
1511395200,8031.16,8274.98,8250,8031.16,11896.22706166233
1511308800,8103.13,8298.98,8109,8250,13689.595087742375
1511222400,7802.99,8375,8256.01,8109,31251.077423843548
1511136000,7969,8293.25,8031.83,8256.01,15684.991739442345
1511049600,7700,8098.62,7777.01,8031.82,14765.849635608682
1510963200,7502,7847.98,7714.7,7777.01,14707.536844252747
1510876800,7536,7988.5,7838.54,7714.71,24790.779300195176
1510790400,7130,7985.37,7294,7838.53,29352.776150637765
1510704000,6605,7349,6605,7294,27878.012097314302
1510617600,6450,6748,6535.87,6605,20256.432993758553
1510531200,5850,6841.45,5886.35,6535.87,36435.24412920102
1510444800,5511.11,6486,6346.64,5886.35,52464.52044031248
1510358400,6201.01,6894.99,6577.63,6346.7,25650.226633538612
1510272000,6426,7350,7156,6577.62,33895.55748789442
1510185600,7079,7470.01,7467.97,7156,18059.293572260067
1510099200,7031.66,7898,7128.99,7467.96,38183.53758965892
1510012800,6968.49,7232.84,6969.76,7126.63,14504.082322113354
1509926400,6900.73,7432.49,7391.95,6969.76,23880.697097746335
1509840000,7310,7630,7412.35,7392,16504.95764862101
1509753600,7011.1,7498,7170.01,7412.55,13668.895409630912
1509667200,6955.89,7449.99,7039.99,7170.01,24724.301282410688
1509580800,6759,7445,6783.69,7039.98,35889.108197014495
1509494400,6363.59,6784,6445.01,6783.69,20571.5532017922
1509408000,6095.96,6472.13,6124.16,6445.01,15024.495585038941
1509321600,6028,6200,6140.01,6124.16,8341.5324459918
1509235200,5728,6298.99,5752.01,6140.01,12509.855150880121
1509148800,5715,5894,5780,5752.01,5453.797988890391
1509062400,5708.8,5998,5891.61,5780,9337.844124811625
1508976000,5701,6000,5739.97,5891.61,11817.400067021945
1508889600,5376.71,5765,5525.43,5739.97,14151.05991842134
1508803200,5462.19,5906,5906,5525.43,18281.490063719484
1508716800,5650.98,6057.02,6005.05,5905.99,16446.008130671824
1508630400,5755.95,6082.3,6024.85,6005.05,10770.429512931947
1508544000,5868.26,6189.1,5989.1,6024.86,14607.921843362652
1508457600,5630,6063.99,5704,5989.1,16708.981564001588
1508371200,5529.44,5750,5574.02,5704.01,8908.556522270741
1508284800,5102,5600,5593.97,5574.44,17620.441504419166
1508198400,5525,5769.99,5754.9,5594,9121.03334950009
1508112000,5575.55,5785.3,5693.7,5754.9,8820.440400041069
1508025600,5455.5,5849.83,5819.13,5693.7,11817.328287811531
1507939200,5567.86,5839.8,5624.87,5819.13,8999.203675940335
1507852800,5390,5867,5440,5624.8,26595.97525879713
